Timestamp,User_ID,Application,Signal_Str,Latency,Required_,Allocated_,Resource_Allocation
4,User_37,Emergency,-40 dBm,13 ms,5.00 Mbps,3.34 Mbps,67%
4,User_38,Video_Call,-48 dBm,13 ms,3.00 Mbps,2.11 Mbps,70%
4,User_39,Voice_Call,-59 dBm,19 ms,1.50 Mbps,1.08 Mbps,72%
4,User_40,Streaming,-49 dBm,16 ms,2.50 Mbps,1.82 Mbps,73%
4,User_41,Online_Gaming,-44 dBm,10 ms,2.00 Mbps,1.54 Mbps,77%
4,User_42,Background,-40 dBm,9 ms,0.80 Mbps,0.65 Mbps,81%
4,User_43,Web_Browsing,-40 dBm,13 ms,1.20 Mbps,0.91 Mbps,76%
4,User_44,IoT_Temp,-54 dBm,13 ms,0.10 Mbps,0.07 Mbps,73%
4,User_45,Video_Streaming,-48 dBm,11 ms,2.00 Mbps,1.62 Mbps,81%
4,User_46,Emergency,-36 dBm,10 ms,5.00 Mbps,3.65 Mbps,73%
4,User_47,Video_Call,-52 dBm,16 ms,3.00 Mbps,1.52 Mbps,51%
4,User_48,Voice_Call,-48 dBm,12 ms,1.50 Mbps,1.23 Mbps,82%
4,User_49,Streaming,-51 dBm,13 ms,2.50 Mbps,1.81 Mbps,73%
4,User_50,Online_Gaming,-50 dBm,13 ms,2.00 Mbps,1.41 Mbps,70%
4,User_51,Background,-59 dBm,17 ms,0.80 Mbps,0.64 Mbps,80%
4,User_52,Web_Browsing,-37 dBm,8 ms,1.20 Mbps,0.99 Mbps,82%
4,User_53,IoT_Temp,-45 dBm,15 ms,0.10 Mbps,0.07 Mbps,72%
4,User_54,Video_Streaming,-41 dBm,10 ms,2.00 Mbps,1.61 Mbps,81%
4,User_55,Emergency,-39 dBm,11 ms,5.00 Mbps,3.66 Mbps,73%
4,User_56,Video_Call,-46 dBm,14 ms,3.00 Mbps,2.43 Mbps,81%
4,User_57,Voice_Call,-35 dBm,11 ms,1.50 Mbps,1.06 Mbps,71%
4,User_58,Streaming,-40 dBm,12 ms,2.50 Mbps,1.91 Mbps,76%
4,User_59,Online_Gaming,-47 dBm,11 ms,2.00 Mbps,1.43 Mbps,72%
4,User_60,Background,-47 dBm,15 ms,0.80 Mbps,0.60 Mbps,75%
4,User_61,Web_Browsing,-38 dBm,10 ms,1.20 Mbps,0.93 Mbps,78%
4,User_62,IoT_Temp,-52 dBm,14 ms,0.10 Mbps,0.08 Mbps,75%
4,User_63,Video_Streaming,-63 dBm,19 ms,2.00 Mbps,0.64 Mbps,32%
4,User_64,Emergency,-44 dBm,13 ms,5.00 Mbps,2.77 Mbps,55%
4,User_65,Video_Call,-47 dBm,15 ms,3.00 Mbps,2.18 Mbps,73%
4,User_66,Voice_Call,-37 dBm,9 ms,1.50 Mbps,1.12 Mbps,74%
4,User_67,Streaming,-49 dBm,13 ms,2.50 Mbps,2.25 Mbps,90%
4,User_68,Online_Gaming,-43 dBm,10 ms,2.00 Mbps,1.74 Mbps,87%
4,User_69,Background,-37 dBm,12 ms,0.80 Mbps,0.64 Mbps,81%
4,User_70,Web_Browsing,-49 dBm,15 ms,1.20 Mbps,0.93 Mbps,77%
4,User_71,IoT_Temp,-54 dBm,14 ms,0.10 Mbps,0.09 Mbps,86%
4,User_72,Video_Streaming,-45 dBm,11 ms,2.00 Mbps,1.49 Mbps,74%
4,User_73,Emergency,-40 dBm,11 ms,5.00 Mbps,3.25 Mbps,65%
4,User_74,Video_Call,-46 dBm,14 ms,3.00 Mbps,2.27 Mbps,76%
4,User_75,Voice_Call,-49 dBm,15 ms,1.50 Mbps,1.06 Mbps,70%
4,User_76,Streaming,-45 dBm,14 ms,2.50 Mbps,1.89 Mbps,76%
4,User_77,Online_Gaming,-44 dBm,13 ms,2.00 Mbps,1.41 Mbps,71%
4,User_78,Background,-57 dBm,18 ms,0.80 Mbps,0.68 Mbps,85%
4,User_79,Web_Browsing,-36 dBm,8 ms,1.20 Mbps,1.05 Mbps,87%
4,User_80,IoT_Temp,-38 dBm,12 ms,0.10 Mbps,0.07 Mbps,70%
4,User_81,Video_Streaming,-40 dBm,12 ms,2.00 Mbps,1.65 Mbps,83%
4,User_82,Emergency,-46 dBm,12 ms,5.00 Mbps,2.69 Mbps,54%
4,User_83,Video_Call,-35 dBm,12 ms,3.00 Mbps,2.37 Mbps,79%
4,User_84,Voice_Call,-44 dBm,10 ms,1.50 Mbps,1.25 Mbps,84%
4,User_85,Streaming,-56 dBm,18 ms,2.50 Mbps,1.30 Mbps,52%
4,User_86,Online_Gaming,-44 dBm,11 ms,2.00 Mbps,1.75 Mbps,88%
4,User_87,Background,-46 dBm,15 ms,0.80 Mbps,0.62 Mbps,78%
4,User_88,Web_Browsing,-58 dBm,17 ms,1.20 Mbps,0.86 Mbps,72%
4,User_89,IoT_Temp,-36 dBm,9 ms,0.10 Mbps,0.07 Mbps,72%
4,User_90,Video_Streaming,-48 dBm,12 ms,2.00 Mbps,1.61 Mbps,80%
5,User_1,Emergency,-54 dBm,15 ms,5.00 Mbps,1.64 Mbps,33%
5,User_2,Video_Call,-52 dBm,16 ms,3.00 Mbps,1.56 Mbps,52%
5,User_3,Voice_Call,-55 dBm,14 ms,1.50 Mbps,1.26 Mbps,84%
5,User_4,Streaming,-44 dBm,10 ms,2.50 Mbps,1.96 Mbps,78%
5,User_5,Online_Gaming,-58 dBm,15 ms,2.00 Mbps,1.02 Mbps,51%
5,User_6,Background,-53 dBm,17 ms,0.80 Mbps,0.61 Mbps,77%
5,User_7,Web_Browsing,-39 dBm,11 ms,1.20 Mbps,0.86 Mbps,71%
5,User_8,IoT_Temp,-44 dBm,10 ms,0.10 Mbps,0.08 Mbps,76%
5,User_9,Video_Streaming,-45 dBm,12 ms,2.00 Mbps,1.54 Mbps,77%
5,User_10,Emergency,-59 dBm,18 ms,5.00 Mbps,1.18 Mbps,24%
5,User_11,Video_Call,-38 dBm,12 ms,3.00 Mbps,2.62 Mbps,87%
5,User_12,Voice_Call,-52 dBm,15 ms,1.50 Mbps,1.15 Mbps,77%
5,User_13,Streaming,-37 dBm,10 ms,2.50 Mbps,1.88 Mbps,75%
5,User_14,Online_Gaming,-41 dBm,10 ms,2.00 Mbps,1.74 Mbps,87%
5,User_15,Background,-46 dBm,15 ms,0.80 Mbps,0.57 Mbps,71%
5,User_16,Web_Browsing,-44 dBm,14 ms,1.20 Mbps,0.84 Mbps,70%
5,User_17,IoT_Temp,-59 dBm,15 ms,0.10 Mbps,0.09 Mbps,85%
5,User_18,Video_Streaming,-48 dBm,12 ms,2.00 Mbps,1.48 Mbps,74%
5,User_19,Emergency,-46 dBm,15 ms,5.00 Mbps,2.84 Mbps,57%
5,User_20,Video_Call,-47 dBm,14 ms,3.00 Mbps,2.16 Mbps,72%
5,User_21,Voice_Call,-46 dBm,15 ms,1.50 Mbps,1.15 Mbps,77%
5,User_22,Streaming,-54 dBm,15 ms,2.50 Mbps,1.47 Mbps,59%
5,User_23,Online_Gaming,-46 dBm,13 ms,2.00 Mbps,1.53 Mbps,76%
5,User_24,Background,-40 dBm,12 ms,0.80 Mbps,0.57 Mbps,71%
5,User_25,Web_Browsing,-49 dBm,12 ms,1.20 Mbps,0.88 Mbps,74%
5,User_26,IoT_Temp,-43 dBm,10 ms,0.10 Mbps,0.07 Mbps,73%
5,User_27,Video_Streaming,-41 dBm,10 ms,2.00 Mbps,1.47 Mbps,74%
5,User_28,Emergency,-44 dBm,10 ms,5.00 Mbps,2.65 Mbps,53%
5,User_29,Video_Call,-48 dBm,11 ms,3.00 Mbps,2.18 Mbps,73%
5,User_30,Voice_Call,-40 dBm,10 ms,1.50 Mbps,1.19 Mbps,79%
5,User_31,Streaming,-33 dBm,7 ms,2.50 Mbps,2.16 Mbps,86%
5,User_32,Online_Gaming,-38 dBm,8 ms,2.00 Mbps,1.61 Mbps,80%
5,User_33,Background,-44 dBm,14 ms,0.80 Mbps,0.68 Mbps,85%
5,User_34,Web_Browsing,-67 dBm,20 ms,1.20 Mbps,0.46 Mbps,39%
5,User_35,IoT_Temp,-53 dBm,17 ms,0.10 Mbps,0.08 Mbps,77%
5,User_36,Video_Streaming,-53 dBm,17 ms,2.00 Mbps,1.69 Mbps,85%
5,User_37,Emergency,-37 dBm,10 ms,5.00 Mbps,3.64 Mbps,73%
5,User_38,Video_Call,-46 dBm,12 ms,3.00 Mbps,2.11 Mbps,70%
5,User_39,Voice_Call,-60 dBm,18 ms,1.50 Mbps,0.98 Mbps,66%
5,User_40,Streaming,-55 dBm,14 ms,2.50 Mbps,1.43 Mbps,57%
5,User_41,Online_Gaming,-47 dBm,15 ms,2.00 Mbps,1.58 Mbps,79%
5,User_42,Background,-45 dBm,13 ms,0.80 Mbps,0.63 Mbps,79%
5,User_43,Web_Browsing,-48 dBm,11 ms,1.20 Mbps,0.92 Mbps,77%
5,User_44,IoT_Temp,-54 dBm,14 ms,0.10 Mbps,0.07 Mbps,70%
5,User_45,Video_Streaming,-41 dBm,9 ms,2.00 Mbps,1.75 Mbps,87%
5,User_46,Emergency,-32 dBm,10 ms,5.00 Mbps,3.92 Mbps,78%
5,User_47,Video_Call,-45 dBm,11 ms,3.00 Mbps,2.66 Mbps,89%
5,User_48,Voice_Call,-49 dBm,16 ms,1.50 Mbps,1.15 Mbps,76%
5,User_49,Streaming,-55 dBm,16 ms,2.50 Mbps,1.52 Mbps,61%
5,User_50,Online_Gaming,-44 dBm,12 ms,2.00 Mbps,1.61 Mbps,81%
5,User_51,Background,-60 dBm,19 ms,0.80 Mbps,0.64 Mbps,80%
5,User_52,Web_Browsing,-39 dBm,13 ms,1.20 Mbps,1.02 Mbps,85%
5,User_53,IoT_Temp,-50 dBm,12 ms,0.10 Mbps,0.09 Mbps,86%
5,User_54,Video_Streaming,-47 dBm,11 ms,2.00 Mbps,1.69 Mbps,84%
5,User_55,Emergency,-32 dBm,9 ms,5.00 Mbps,4.08 Mbps,82%
5,User_56,Video_Call,-49 dBm,15 ms,3.00 Mbps,2.11 Mbps,70%
5,User_57,Voice_Call,-38 dBm,10 ms,1.50 Mbps,1.30 Mbps,86%
5,User_58,Streaming,-50 dBm,16 ms,2.50 Mbps,2.09 Mbps,84%
5,User_59,Online_Gaming,-55 dBm,16 ms,2.00 Mbps,1.31 Mbps,66%
5,User_60,Background,-54 dBm,15 ms,0.80 Mbps,0.71 Mbps,88%
5,User_61,Web_Browsing,-48 dBm,13 ms,1.20 Mbps,0.93 Mbps,77%
5,User_62,IoT_Temp,-53 dBm,14 ms,0.10 Mbps,0.08 Mbps,85%
5,User_63,Video_Streaming,-65 dBm,20 ms,2.00 Mbps,0.45 Mbps,23%
5,User_64,Emergency,-44 dBm,14 ms,5.00 Mbps,2.67 Mbps,53%
5,User_65,Video_Call,-39 dBm,9 ms,3.00 Mbps,2.68 Mbps,89%
5,User_66,Voice_Call,-40 dBm,12 ms,1.50 Mbps,1.28 Mbps,85%
5,User_67,Streaming,-46 dBm,11 ms,2.50 Mbps,1.91 Mbps,76%
5,User_68,Online_Gaming,-53 dBm,13 ms,2.00 Mbps,1.62 Mbps,81%
5,User_69,Background,-33 dBm,11 ms,0.80 Mbps,0.63 Mbps,79%
5,User_70,Web_Browsing,-59 dBm,16 ms,1.20 Mbps,0.96 Mbps,80%
5,User_71,IoT_Temp,-55 dBm,14 ms,0.10 Mbps,0.09 Mbps,85%
5,User_72,Video_Streaming,-45 dBm,11 ms,2.00 Mbps,1.46 Mbps,73%
5,User_73,Emergency,-52 dBm,14 ms,5.00 Mbps,1.89 Mbps,38%
5,User_74,Video_Call,-52 dBm,14 ms,3.00 Mbps,1.49 Mbps,50%
5,User_75,Voice_Call,-39 dBm,10 ms,1.50 Mbps,1.19 Mbps,79%
5,User_76,Streaming,-51 dBm,12 ms,2.50 Mbps,1.74 Mbps,70%
5,User_77,Online_Gaming,-37 dBm,10 ms,2.00 Mbps,1.61 Mbps,81%
5,User_78,Background,-56 dBm,16 ms,0.80 Mbps,0.61 Mbps,77%
5,User_79,Web_Browsing,-35 dBm,9 ms,1.20 Mbps,0.88 Mbps,73%
5,User_80,IoT_Temp,-47 dBm,13 ms,0.10 Mbps,0.08 Mbps,77%
5,User_81,Video_Streaming,-48 dBm,14 ms,2.00 Mbps,1.72 Mbps,86%
5,User_82,Emergency,-44 dBm,14 ms,5.00 Mbps,2.94 Mbps,59%
5,User_83,Video_Call,-33 dBm,8 ms,3.00 Mbps,2.41 Mbps,80%
5,User_84,Voice_Call,-44 dBm,12 ms,1.50 Mbps,1.19 Mbps,80%
5,User_85,Streaming,-57 dBm,14 ms,2.50 Mbps,1.17 Mbps,47%
5,User_86,Online_Gaming,-45 dBm,15 ms,2.00 Mbps,1.50 Mbps,75%
5,User_87,Background,-46 dBm,11 ms,0.80 Mbps,0.64 Mbps,81%
5,User_88,Web_Browsing,-66 dBm,18 ms,1.20 Mbps,0.52 Mbps,43%
5,User_89,IoT_Temp,-37 dBm,11 ms,0.10 Mbps,0.08 Mbps,84%
5,User_90,Video_Streaming,-49 dBm,13 ms,2.00 Mbps,1.41 Mbps,70%
6,User_1,Emergency,-48 dBm,14 ms,5.00 Mbps,2.50 Mbps,50%
6,User_2,Video_Call,-43 dBm,13 ms,3.00 Mbps,2.51 Mbps,84%
6,User_3,Voice_Call,-55 dBm,17 ms,1.50 Mbps,1.19 Mbps,79%
6,User_4,Streaming,-37 dBm,9 ms,2.50 Mbps,2.22 Mbps,89%
6,User_5,Online_Gaming,-59 dBm,18 ms,2.00 Mbps,1.16 Mbps,58%
6,User_6,Background,-43 dBm,14 ms,0.80 Mbps,0.66 Mbps,82%
6,User_7,Web_Browsing,-39 dBm,10 ms,1.20 Mbps,0.99 Mbps,82%
6,User_8,IoT_Temp,-46 dBm,14 ms,0.10 Mbps,0.07 Mbps,70%
6,User_9,Video_Streaming,-49 dBm,15 ms,2.00 Mbps,1.42 Mbps,71%
6,User_10,Emergency,-60 dBm,16 ms,5.00 Mbps,1.21 Mbps,24%
6,User_11,Video_Call,-41 dBm,11 ms,3.00 Mbps,2.10 Mbps,70%
6,User_12,Voice_Call,-51 dBm,13 ms,1.50 Mbps,1.17 Mbps,78%
6,User_13,Streaming,-42 dBm,13 ms,2.50 Mbps,2.13 Mbps,85%
6,User_14,Online_Gaming,-48 dBm,13 ms,2.00 Mbps,1.41 Mbps,71%
6,User_15,Background,-45 dBm,15 ms,0.80 Mbps,0.64 Mbps,81%
6,User_16,Web_Browsing,-58 dBm,14 ms,1.20 Mbps,0.93 Mbps,77%
6,User_17,IoT_Temp,-67 dBm,18 ms,0.10 Mbps,0.08 Mbps,82%
6,User_18,Video_Streaming,-49 dBm,15 ms,2.00 Mbps,1.45 Mbps,72%
6,User_19,Emergency,-48 dBm,12 ms,5.00 Mbps,2.39 Mbps,48%
6,User_20,Video_Call,-50 dBm,12 ms,3.00 Mbps,2.10 Mbps,70%
6,User_21,Voice_Call,-50 dBm,14 ms,1.50 Mbps,1.17 Mbps,78%
6,User_22,Streaming,-54 dBm,13 ms,2.50 Mbps,1.67 Mbps,67%
6,User_23,Online_Gaming,-49 dBm,16 ms,2.00 Mbps,1.44 Mbps,72%
6,User_24,Background,-44 dBm,11 ms,0.80 Mbps,0.67 Mbps,84%
6,User_25,Web_Browsing,-46 dBm,11 ms,1.20 Mbps,0.92 Mbps,77%
6,User_26,IoT_Temp,-45 dBm,12 ms,0.10 Mbps,0.08 Mbps,77%
6,User_27,Video_Streaming,-49 dBm,16 ms,2.00 Mbps,1.47 Mbps,73%
6,User_28,Emergency,-53 dBm,13 ms,5.00 Mbps,2.08 Mbps,42%
6,User_29,Video_Call,-58 dBm,16 ms,3.00 Mbps,1.20 Mbps,40%
6,User_30,Voice_Call,-43 dBm,10 ms,1.50 Mbps,1.11 Mbps,74%
6,User_31,Streaming,-40 dBm,11 ms,2.50 Mbps,1.91 Mbps,76%
6,User_32,Online_Gaming,-35 dBm,12 ms,2.00 Mbps,1.64 Mbps,82%
6,User_33,Background,-50 dBm,12 ms,0.80 Mbps,0.60 Mbps,76%
6,User_34,Web_Browsing,-76 dBm,20 ms,1.20 Mbps,0.51 Mbps,42%
6,User_35,IoT_Temp,-45 dBm,14 ms,0.10 Mbps,0.09 Mbps,87%
6,User_36,Video_Streaming,-45 dBm,11 ms,2.00 Mbps,1.57 Mbps,79%
6,User_37,Emergency,-32 dBm,11 ms,5.00 Mbps,3.99 Mbps,80%
6,User_38,Video_Call,-46 dBm,14 ms,3.00 Mbps,2.21 Mbps,74%
6,User_39,Voice_Call,-62 dBm,19 ms,1.50 Mbps,0.75 Mbps,50%
6,User_40,Streaming,-65 dBm,20 ms,2.50 Mbps,0.54 Mbps,22%
6,User_41,Online_Gaming,-54 dBm,16 ms,2.00 Mbps,1.43 Mbps,72%
6,User_42,Background,-49 dBm,14 ms,0.80 Mbps,0.66 Mbps,83%
6,User_43,Web_Browsing,-53 dBm,13 ms,1.20 Mbps,0.96 Mbps,80%
6,User_44,IoT_Temp,-50 dBm,13 ms,0.10 Mbps,0.08 Mbps,78%
6,User_45,Video_Streaming,-49 dBm,14 ms,2.00 Mbps,1.80 Mbps,90%
6,User_46,Emergency,-42 dBm,9 ms,5.00 Mbps,3.03 Mbps,61%
6,User_47,Video_Call,-38 dBm,9 ms,3.00 Mbps,2.22 Mbps,74%
6,User_48,Voice_Call,-56 dBm,17 ms,1.50 Mbps,1.26 Mbps,84%
6,User_49,Streaming,-47 dBm,13 ms,2.50 Mbps,1.79 Mbps,71%
6,User_50,Online_Gaming,-52 dBm,13 ms,2.00 Mbps,1.67 Mbps,84%
6,User_51,Background,-69 dBm,19 ms,0.80 Mbps,0.52 Mbps,65%
6,User_52,Web_Browsing,-35 dBm,12 ms,1.20 Mbps,1.02 Mbps,85%
6,User_53,IoT_Temp,-60 dBm,15 ms,0.10 Mbps,0.08 Mbps,85%
6,User_54,Video_Streaming,-51 dBm,13 ms,2.00 Mbps,1.72 Mbps,86%
6,User_55,Emergency,-45 dBm,10 ms,5.00 Mbps,2.85 Mbps,57%
6,User_56,Video_Call,-48 dBm,12 ms,3.00 Mbps,2.24 Mbps,75%
6,User_57,Voice_Call,-43 dBm,10 ms,1.50 Mbps,1.10 Mbps,74%
6,User_58,Streaming,-50 dBm,12 ms,2.50 Mbps,1.97 Mbps,79%
6,User_59,Online_Gaming,-54 dBm,17 ms,2.00 Mbps,1.53 Mbps,77%
6,User_60,Background,-54 dBm,15 ms,0.80 Mbps,0.57 Mbps,72%
6,User_61,Web_Browsing,-47 dBm,13 ms,1.20 Mbps,1.01 Mbps,84%
6,User_62,IoT_Temp,-48 dBm,15 ms,0.10 Mbps,0.08 Mbps,77%
6,User_63,Video_Streaming,-65 dBm,17 ms,2.00 Mbps,0.45 Mbps,23%
6,User_64,Emergency,-49 dBm,16 ms,5.00 Mbps,2.51 Mbps,50%
6,User_65,Video_Call,-40 dBm,12 ms,3.00 Mbps,2.56 Mbps,85%
6,User_66,Voice_Call,-39 dBm,13 ms,1.50 Mbps,1.32 Mbps,88%
6,User_67,Streaming,-53 dBm,16 ms,2.50 Mbps,2.01 Mbps,81%
6,User_68,Online_Gaming,-54 dBm,17 ms,2.00 Mbps,1.56 Mbps,78%
6,User_69,Background,-46 dBm,15 ms,0.80 Mbps,0.59 Mbps,73%
6,User_70,Web_Browsing,-50 dBm,13 ms,1.20 Mbps,0.96 Mbps,80%
6,User_71,IoT_Temp,-52 dBm,14 ms,0.10 Mbps,0.08 Mbps,76%
6,User_72,Video_Streaming,-48 dBm,15 ms,2.00 Mbps,1.52 Mbps,76%
6,User_73,Emergency,-57 dBm,18 ms,5.00 Mbps,1.41 Mbps,28%
6,User_74,Video_Call,-51 dBm,16 ms,3.00 Mbps,1.77 Mbps,59%
6,User_75,Voice_Call,-47 dBm,11 ms,1.50 Mbps,1.16 Mbps,77%
6,User_76,Streaming,-58 dBm,16 ms,2.50 Mbps,1.33 Mbps,53%
6,User_77,Online_Gaming,-39 dBm,13 ms,2.00 Mbps,1.50 Mbps,75%
6,User_78,Background,-53 dBm,15 ms,0.80 Mbps,0.61 Mbps,77%
6,User_79,Web_Browsing,-33 dBm,9 ms,1.20 Mbps,1.02 Mbps,85%
6,User_80,IoT_Temp,-40 dBm,12 ms,0.10 Mbps,0.07 Mbps,71%
6,User_81,Video_Streaming,-45 dBm,15 ms,2.00 Mbps,1.69 Mbps,84%
6,User_82,Emergency,-42 dBm,12 ms,5.00 Mbps,2.97 Mbps,59%
6,User_83,Video_Call,-43 dBm,12 ms,3.00 Mbps,2.10 Mbps,70%
6,User_84,Voice_Call,-54 dBm,15 ms,1.50 Mbps,1.22 Mbps,81%
6,User_85,Streaming,-56 dBm,14 ms,2.50 Mbps,1.44 Mbps,57%
6,User_86,Online_Gaming,-46 dBm,13 ms,2.00 Mbps,1.75 Mbps,87%
6,User_87,Background,-44 dBm,13 ms,0.80 Mbps,0.68 Mbps,85%
6,User_88,Web_Browsing,-66 dBm,21 ms,1.20 Mbps,0.45 Mbps,37%
6,User_89,IoT_Temp,-38 dBm,9 ms,0.10 Mbps,0.09 Mbps,89%
6,User_90,Video_Streaming,-55 dBm,14 ms,2.00 Mbps,1.25 Mbps,63%
7,User_1,Emergency,-59 dBm,16 ms,5.00 Mbps,1.28 Mbps,26%
7,User_2,Video_Call,-48 dBm,15 ms,3.00 Mbps,1.86 Mbps,62%
7,User_3,Voice_Call,-46 dBm,13 ms,1.50 Mbps,1.33 Mbps,89%
7,User_4,Streaming,-35 dBm,9 ms,2.50 Mbps,1.77 Mbps,71%
7,User_5,Online_Gaming,-56 dBm,14 ms,2.00 Mbps,1.21 Mbps,61%
7,User_6,Background,-39 dBm,12 ms,0.80 Mbps,0.58 Mbps,73%
7,User_7,Web_Browsing,-43 dBm,13 ms,1.20 Mbps,0.93 Mbps,78%
7,User_8,IoT_Temp,-53 dBm,14 ms,0.10 Mbps,0.09 Mbps,89%
7,User_9,Video_Streaming,-52 dBm,13 ms,2.00 Mbps,1.50 Mbps,75%
7,User_10,Emergency,-54 dBm,15 ms,5.00 Mbps,1.88 Mbps,38%
7,User_11,Video_Call,-44 dBm,13 ms,3.00 Mbps,2.12 Mbps,71%
7,User_12,Voice_Call,-47 dBm,14 ms,1.50 Mbps,1.15 Mbps,76%
7,User_13,Streaming,-45 dBm,12 ms,2.50 Mbps,1.79 Mbps,72%
7,User_14,Online_Gaming,-53 dBm,14 ms,2.00 Mbps,1.44 Mbps,72%
7,User_15,Background,-50 dBm,13 ms,0.80 Mbps,0.71 Mbps,89%
7,User_16,Web_Browsing,-50 dBm,15 ms,1.20 Mbps,1.04 Mbps,86%
7,User_17,IoT_Temp,-76 dBm,20 ms,0.10 Mbps,0.07 Mbps,74%
7,User_18,Video_Streaming,-47 dBm,13 ms,2.00 Mbps,1.40 Mbps,70%
7,User_19,Emergency,-43 dBm,11 ms,5.00 Mbps,3.04 Mbps,61%
7,User_20,Video_Call,-55 dBm,15 ms,3.00 Mbps,1.49 Mbps,50%
7,User_21,Voice_Call,-46 dBm,11 ms,1.50 Mbps,1.18 Mbps,79%
7,User_22,Streaming,-49 dBm,12 ms,2.50 Mbps,2.01 Mbps,80%
7,User_23,Online_Gaming,-51 dBm,13 ms,2.00 Mbps,1.46 Mbps,73%
7,User_24,Background,-53 dBm,15 ms,0.80 Mbps,0.65 Mbps,81%
7,User_25,Web_Browsing,-46 dBm,12 ms,1.20 Mbps,1.02 Mbps,85%
7,User_26,IoT_Temp,-57 dBm,15 ms,0.10 Mbps,0.07 Mbps,71%
7,User_27,Video_Streaming,-48 dBm,14 ms,2.00 Mbps,1.53 Mbps,76%
7,User_28,Emergency,-52 dBm,13 ms,5.00 Mbps,1.90 Mbps,38%
7,User_29,Video_Call,-53 dBm,16 ms,3.00 Mbps,1.46 Mbps,49%
7,User_30,Voice_Call,-51 dBm,13 ms,1.50 Mbps,1.17 Mbps,78%
7,User_31,Streaming,-52 dBm,16 ms,2.50 Mbps,1.59 Mbps,64%
7,User_32,Online_Gaming,-35 dBm,11 ms,2.00 Mbps,1.70 Mbps,85%
7,User_33,Background,-47 dBm,12 ms,0.80 Mbps,0.60 Mbps,75%
7,User_34,Web_Browsing,-72 dBm,22 ms,1.20 Mbps,0.47 Mbps,39%
7,User_35,IoT_Temp,-46 dBm,15 ms,0.10 Mbps,0.08 Mbps,83%
7,User_36,Video_Streaming,-41 dBm,9 ms,2.00 Mbps,1.71 Mbps,86%
7,User_37,Emergency,-41 dBm,12 ms,5.00 Mbps,3.01 Mbps,60%
7,User_38,Video_Call,-51 dBm,13 ms,3.00 Mbps,2.04 Mbps,68%
7,User_39,Voice_Call,-55 dBm,15 ms,1.50 Mbps,1.06 Mbps,71%
7,User_40,Streaming,-75 dBm,21 ms,2.50 Mbps,0.42 Mbps,17%
7,User_41,Online_Gaming,-42 dBm,11 ms,2.00 Mbps,1.58 Mbps,79%
7,User_42,Background,-38 dBm,12 ms,0.80 Mbps,0.65 Mbps,82%
7,User_43,Web_Browsing,-51 dBm,12 ms,1.20 Mbps,1.01 Mbps,84%
7,User_44,IoT_Temp,-44 dBm,10 ms,0.10 Mbps,0.09 Mbps,89%
7,User_45,Video_Streaming,-55 dBm,14 ms,2.00 Mbps,1.48 Mbps,74%
7,User_46,Emergency,-44 dBm,13 ms,5.00 Mbps,2.93 Mbps,59%
7,User_47,Video_Call,-30 dBm,7 ms,3.00 Mbps,2.64 Mbps,88%
7,User_48,Voice_Call,-46 dBm,13 ms,1.50 Mbps,1.23 Mbps,82%
7,User_49,Streaming,-46 dBm,11 ms,2.50 Mbps,2.17 Mbps,87%
7,User_50,Online_Gaming,-54 dBm,15 ms,2.00 Mbps,1.75 Mbps,87%
7,User_51,Background,-59 dBm,18 ms,0.80 Mbps,0.59 Mbps,74%
7,User_52,Web_Browsing,-42 dBm,10 ms,1.20 Mbps,0.87 Mbps,72%
7,User_53,IoT_Temp,-52 dBm,13 ms,0.10 Mbps,0.07 Mbps,74%
7,User_54,Video_Streaming,-55 dBm,14 ms,2.00 Mbps,1.58 Mbps,79%
7,User_55,Emergency,-41 dBm,10 ms,5.00 Mbps,3.43 Mbps,69%
7,User_56,Video_Call,-57 dBm,16 ms,3.00 Mbps,1.32 Mbps,44%
7,User_57,Voice_Call,-43 dBm,13 ms,1.50 Mbps,1.26 Mbps,84%
7,User_58,Streaming,-52 dBm,17 ms,2.50 Mbps,1.55 Mbps,62%
7,User_59,Online_Gaming,-59 dBm,15 ms,2.00 Mbps,1.08 Mbps,54%
7,User_60,Background,-55 dBm,15 ms,0.80 Mbps,0.67 Mbps,83%
7,User_61,Web_Browsing,-56 dBm,15 ms,1.20 Mbps,0.89 Mbps,74%
7,User_62,IoT_Temp,-40 dBm,12 ms,0.10 Mbps,0.08 Mbps,82%
7,User_63,Video_Streaming,-55 dBm,18 ms,2.00 Mbps,1.57 Mbps,78%
7,User_64,Emergency,-46 dBm,14 ms,5.00 Mbps,2.79 Mbps,56%
7,User_65,Video_Call,-43 dBm,11 ms,3.00 Mbps,2.19 Mbps,73%
7,User_66,Voice_Call,-45 dBm,13 ms,1.50 Mbps,1.24 Mbps,83%
7,User_67,Streaming,-50 dBm,16 ms,2.50 Mbps,2.07 Mbps,83%
7,User_68,Online_Gaming,-55 dBm,18 ms,2.00 Mbps,1.27 Mbps,63%
7,User_69,Background,-34 dBm,10 ms,0.80 Mbps,0.61 Mbps,76%
7,User_70,Web_Browsing,-52 dBm,16 ms,1.20 Mbps,0.95 Mbps,79%
7,User_71,IoT_Temp,-51 dBm,14 ms,0.10 Mbps,0.09 Mbps,88%
7,User_72,Video_Streaming,-60 dBm,17 ms,2.00 Mbps,0.94 Mbps,47%
7,User_73,Emergency,-56 dBm,17 ms,5.00 Mbps,1.49 Mbps,30%
